,airline,departure_time,stops,class,duration,days_left,price
22787,Air_India,Morning,one,Economy,25.5,17,4947
100738,Vistara,Afternoon,one,Economy,26.0,38,7693
117094,Vistara,Morning,two_or_more,Economy,10.75,20,9771
272199,Vistara,Morning,one,Business,10.67,41,67497
111168,Vistara,Night,one,Economy,14.58,15,8251
234179,Vistara,Evening,one,Business,26.25,1,90157
73929,Air_India,Morning,one,Economy,23.33,27,3644
7906,GO_FIRST,Evening,zero,Economy,2.08,40,2410
243758,Vistara,Night,one,Business,18.42,33,61933
267489,Vistara,Evening,one,Business,24.17,5,57999
169793,Indigo,Evening,zero,Economy,1.25,42,1776
203876,Vistara,Morning,one,Economy,10.17,16,7281
24895,GO_FIRST,Evening,one,Economy,12.75,28,7410
110106,Indigo,Night,zero,Economy,1.25,6,4548
59093,Vistara,Evening,one,Economy,17.33,36,6450
286182,Air_India,Morning,one,Business,26.5,21,40843
254771,Vistara,Early_Morning,one,Business,12.58,31,62188
111482,Air_India,Night,one,Economy,20.58,17,9670
6155,Air_India,Afternoon,one,Economy,7.92,31,6756
201454,Vistara,Morning,one,Economy,8.33,38,9026
200242,AirAsia,Afternoon,one,Economy,5.5,26,2361
293163,Air_India,Morning,one,Business,24.25,45,49553
296387,Air_India,Morning,one,Business,23.08,12,55377
166462,Vistara,Evening,zero,Economy,1.0,12,4453
59859,Air_India,Afternoon,one,Economy,8.17,40,6502
149664,GO_FIRST,Evening,two_or_more,Economy,15.25,19,13386
187489,Indigo,Morning,one,Economy,8.5,49,4671
126733,Indigo,Afternoon,one,Economy,6.67,45,4439
252317,Vistara,Early_Morning,one,Business,15.83,43,67004
90155,Vistara,Evening,one,Economy,13.75,31,5421
277856,Air_India,Morning,one,Business,8.75,12,37622
138676,Vistara,Morning,one,Economy,10.5,24,6841
150955,Vistara,Evening,one,Economy,25.5,32,6009
41377,Air_India,Morning,two_or_more,Economy,21.08,39,6438
286331,Vistara,Morning,one,Business,14.58,24,41314
207031,Vistara,Morning,zero,Business,2.25,5,42424
90840,SpiceJet,Afternoon,one,Economy,19.58,34,7164
64168,Air_India,Early_Morning,one,Economy,11.17,17,4977
198077,Air_India,Night,one,Economy,22.83,5,14178
208931,Vistara,Morning,one,Business,11.67,22,53164
119172,Vistara,Morning,one,Economy,10.42,44,4672
67078,Vistara,Morning,one,Economy,9.33,32,5949
3186,Air_India,Evening,one,Economy,3.75,18,2476
198214,Indigo,Night,one,Economy,9.75,7,6412
197708,Vistara,Early_Morning,one,Economy,12.5,48,7240
274138,Vistara,Evening,one,Business,15.25,36,55502
82591,Indigo,Early_Morning,zero,Economy,2.0,39,3633
249801,Air_India,Evening,one,Business,17.42,15,54684
35006,Air_India,Early_Morning,one,Economy,15.92,47,5232
99979,Air_India,Afternoon,one,Economy,8.25,34,6578
23375,Indigo,Afternoon,one,Economy,5.42,20,5522
19248,SpiceJet,Evening,one,Economy,6.08,45,6427
29246,SpiceJet,Afternoon,one,Economy,5.92,6,6270
97885,Air_India,Early_Morning,one,Economy,13.5,23,6496
86591,Indigo,Morning,zero,Economy,2.92,15,7488
226403,Air_India,Morning,one,Business,13.42,16,32634
25026,Vistara,Early_Morning,one,Economy,11.08,29,6598
22006,AirAsia,Early_Morning,two_or_more,Economy,11.25,13,5953
227609,Air_India,Morning,one,Business,27.5,27,44013
237515,Vistara,Evening,one,Business,23.58,43,64285
61970,Vistara,Morning,one,Economy,20.67,4,12557
273148,Vistara,Night,one,Business,13.5,14,55983
76239,Vistara,Night,one,Economy,21.17,42,4099
83187,Vistara,Afternoon,one,Economy,7.83,43,4348
286815,Vistara,Morning,one,Business,12.42,33,51707
194783,Vistara,Afternoon,one,Economy,20.33,15,9599
279253,Air_India,Early_Morning,one,Business,15.67,33,45883
84857,Indigo,Morning,zero,Economy,2.75,6,7908
292892,Air_India,Morning,one,Business,11.67,41,49553
143437,Air_India,Afternoon,one,Economy,8.58,10,16989
138829,Vistara,Morning,one,Economy,8.83,25,6458
184736,AirAsia,Evening,one,Economy,9.25,32,2477
188482,Indigo,Morning,one,Economy,7.25,10,11920
142098,AirAsia,Early_Morning,one,Economy,7.92,47,3862
297915,Vistara,Early_Morning,one,Business,15.67,46,55377
36607,Indigo,Night,zero,Economy,2.83,12,7425
274954,Vistara,Afternoon,one,Business,10.08,6,51875
278563,Vistara,Morning,zero,Business,1.5,23,17794
121235,Indigo,Evening,zero,Economy,2.5,13,6489
106345,GO_FIRST,Early_Morning,one,Economy,14.42,27,5177
185670,Vistara,Morning,one,Economy,11.83,37,8803
199213,Vistara,Night,one,Economy,12.5,16,9467
233194,Vistara,Evening,one,Business,5.75,38,62448
260630,Vistara,Early_Morning,one,Business,15.75,37,60396
296440,Vistara,Morning,one,Business,8.83,13,57057
133265,GO_FIRST,Afternoon,one,Economy,6.83,36,5888
186135,Air_India,Evening,one,Economy,28.83,40,6466
11623,GO_FIRST,Evening,one,Economy,7.5,10,14933
87387,Indigo,Morning,one,Economy,5.92,18,6193
111421,Vistara,Evening,one,Economy,17.25,17,5322
55490,GO_FIRST,Evening,one,Economy,14.67,17,5102
166340,Vistara,Morning,one,Economy,7.5,10,17158
169311,Vistara,Early_Morning,one,Economy,10.17,37,7196
218856,Air_India,Afternoon,one,Business,22.42,46,32347
52780,Vistara,Early_Morning,one,Economy,6.67,49,6122
254808,Vistara,Evening,one,Business,25.5,32,51817
179787,Vistara,Afternoon,one,Economy,7.0,41,6287
262178,Vistara,Evening,one,Business,15.0,17,61583
287109,Vistara,Morning,one,Business,6.0,39,51707
271181,Air_India,Early_Morning,one,Business,16.58,21,52063
92989,AirAsia,Afternoon,one,Economy,9.25,45,2723
226220,Vistara,Early_Morning,one,Business,9.33,14,41269
37318,SpiceJet,Evening,one,Economy,12.25,16,4149
181622,GO_FIRST,Early_Morning,one,Economy,9.58,12,7352
157446,Vistara,Morning,one,Economy,15.67,41,5656
81483,Vistara,Early_Morning,one,Economy,8.83,31,5348
173627,Indigo,Afternoon,one,Economy,8.0,27,5293
24982,Air_India,Morning,one,Economy,28.08,29,5015
115825,Vistara,Morning,one,Economy,6.58,5,12454
287196,Vistara,Afternoon,one,Business,10.17,41,41314
249894,Air_India,Night,one,Business,21.0,16,54684
47983,GO_FIRST,Afternoon,zero,Economy,2.25,27,2339
133604,Vistara,Afternoon,one,Economy,8.5,38,6507
56600,Indigo,Evening,one,Economy,5.17,23,4056
195963,Indigo,Afternoon,zero,Economy,1.17,29,1654
19933,Indigo,Night,one,Economy,7.17,49,3302
12073,SpiceJet,Morning,one,Economy,21.0,12,13515
15500,Indigo,Night,one,Economy,10.0,28,4740
154641,GO_FIRST,Morning,one,Economy,6.5,20,6132
259082,Vistara,Early_Morning,one,Business,12.25,4,60396
211729,Vistara,Morning,one,Business,11.67,47,53164
16747,Vistara,Morning,zero,Economy,2.75,34,4501
205503,Air_India,Evening,one,Economy,6.58,36,3979
267412,Air_India,Evening,one,Business,19.33,4,31902
221249,Vistara,Morning,one,Business,9.25,39,46097
21035,Indigo,Afternoon,one,Economy,7.0,7,9373
235988,Vistara,Evening,one,Business,14.08,24,64285
25079,Air_India,Night,one,Economy,20.33,29,7891
260217,Vistara,Evening,one,Business,16.08,29,60396
17625,Indigo,Evening,one,Economy,6.5,38,4255
81531,Indigo,Afternoon,one,Economy,5.58,32,1890
175540,Indigo,Afternoon,one,Economy,5.17,43,4390
33432,Vistara,Evening,one,Economy,17.25,36,6172
77077,Vistara,Night,one,Economy,10.67,48,3971
161500,Vistara,Morning,one,Economy,12.5,23,4436
36824,AirAsia,Morning,one,Economy,9.5,13,7426
8007,Air_India,Morning,one,Economy,14.75,40,4161
236134,Vistara,Morning,two_or_more,Business,8.08,26,59091
30222,Air_India,Morning,zero,Economy,2.33,14,5955
221604,Vistara,Morning,one,Business,20.17,45,46097
216253,Air_India,Morning,one,Business,27.58,8,42212
124165,Indigo,Evening,zero,Economy,2.5,30,3999
156907,GO_FIRST,Morning,one,Economy,6.33,37,5365
123500,Air_India,Afternoon,one,Economy,28.0,26,5093
264474,Vistara,Afternoon,one,Business,5.92,9,74911
279256,Air_India,Night,one,Business,21.17,33,45883
239841,Vistara,Afternoon,one,Business,7.17,27,58125
100589,Air_India,Evening,zero,Economy,1.92,38,2208
195705,Indigo,Afternoon,one,Economy,8.75,26,4257
129363,GO_FIRST,Afternoon,one,Economy,6.17,14,11109
237298,Air_India,Night,one,Business,21.67,41,49725
212849,Air_India,Morning,one,Business,25.0,13,35490
297849,Vistara,Evening,one,Business,15.17,44,56273
78299,Vistara,Morning,one,Economy,10.83,9,11129
28726,Vistara,Early_Morning,one,Economy,13.92,49,6578
96056,AirAsia,Evening,one,Economy,11.17,14,5174
36432,SpiceJet,Night,one,Economy,9.42,11,7425
281789,Vistara,Afternoon,one,Business,8.0,29,38099
156201,Indigo,Afternoon,zero,Economy,2.25,32,3191
241660,Vistara,Morning,zero,Business,2.08,5,23898
241545,Vistara,Evening,one,Business,20.58,2,96844
208190,Vistara,Morning,zero,Business,2.33,16,28872
37950,Vistara,Afternoon,two_or_more,Economy,33.75,19,9206
158445,SpiceJet,Evening,one,Economy,26.33,48,10121
64425,Vistara,Morning,one,Economy,14.0,18,5949
20335,Indigo,Morning,one,Economy,9.58,2,15668
124068,GO_FIRST,Evening,one,Economy,7.33,29,6324
260744,Vistara,Night,one,Business,19.17,39,60396
45023,Indigo,Early_Morning,zero,Economy,2.08,13,5943
120990,Vistara,Morning,one,Economy,6.5,11,14364
290626,Air_India,Early_Morning,zero,Business,1.75,7,23424
135115,Indigo,Morning,one,Economy,7.33,47,3381
287966,Vistara,Early_Morning,one,Business,17.17,8,57920
117777,Vistara,Evening,one,Economy,16.08,28,6161
118827,Vistara,Morning,one,Economy,23.33,40,4672
140177,Air_India,Early_Morning,one,Economy,9.33,34,4548
13485,Indigo,Afternoon,one,Economy,7.83,19,4249
161911,Air_India,Evening,two_or_more,Economy,16.0,25,7496
211219,Air_India,Afternoon,one,Business,24.5,43,32646
159312,Vistara,Morning,one,Economy,9.75,8,10783
220121,Vistara,Night,zero,Business,2.33,20,24056
121062,Indigo,Evening,zero,Economy,2.5,12,6489
159231,Indigo,Early_Morning,zero,Economy,1.33,8,4453
130741,GO_FIRST,Afternoon,one,Economy,7.33,22,5790
67993,Vistara,Morning,one,Economy,9.17,37,5949
68901,Indigo,Early_Morning,zero,Economy,2.58,42,4499
4915,AirAsia,Afternoon,one,Economy,14.08,26,2409
117645,Indigo,Morning,zero,Economy,1.08,27,1924
189489,Indigo,Morning,one,Economy,7.25,17,9788
108942,Vistara,Evening,one,Economy,23.92,44,8322
88492,Vistara,Evening,one,Economy,24.0,24,3496
8594,Air_India,Evening,zero,Economy,2.0,43,2476
202484,Indigo,Late_Night,one,Economy,5.25,48,4079
36954,AirAsia,Evening,two_or_more,Economy,16.33,14,6852
18124,SpiceJet,Early_Morning,zero,Economy,2.5,40,4500
13662,Vistara,Afternoon,zero,Economy,2.75,20,4501
68597,Vistara,Afternoon,one,Economy,10.33,40,5949
64622,Vistara,Evening,one,Economy,23.83,19,5949
195642,Vistara,Early_Morning,one,Economy,24.83,25,4755
20480,Air_India,Morning,one,Economy,19.5,3,22755
157385,AirAsia,Afternoon,one,Economy,13.0,41,2228
61713,Vistara,Afternoon,two_or_more,Economy,29.83,2,16435
215229,Vistara,Morning,one,Business,9.75,41,49177
164766,Indigo,Early_Morning,zero,Economy,1.5,44,3096
40838,Indigo,Early_Morning,one,Economy,5.0,36,5378
30580,Vistara,Evening,one,Economy,24.33,16,7215
57890,Indigo,Late_Night,zero,Economy,1.58,30,2124
146852,Vistara,Night,one,Economy,26.5,39,5632
222766,Vistara,Afternoon,zero,Business,2.83,16,27864
46930,Indigo,Late_Night,one,Economy,10.33,22,2339
151334,Air_India,Afternoon,one,Economy,27.5,36,4969
123294,GO_FIRST,Early_Morning,zero,Economy,2.5,25,3999
46829,Vistara,Morning,one,Economy,13.33,21,6122
235973,Vistara,Afternoon,one,Business,16.83,24,62045
57739,Indigo,Early_Morning,one,Economy,7.08,29,4056
162185,GO_FIRST,Early_Morning,one,Economy,5.75,27,4452
95179,Indigo,Morning,one,Economy,6.83,9,5635
237686,Vistara,Morning,one,Business,14.0,45,74365
59746,AirAsia,Night,zero,Economy,1.92,40,2124
101825,GO_FIRST,Night,one,Economy,11.0,44,6389
18116,Air_India,Night,zero,Economy,2.92,40,4427
103184,Vistara,Morning,one,Economy,13.0,5,11205
235175,Air_India,Early_Morning,one,Business,12.17,15,49725
166460,AirAsia,Early_Morning,one,Economy,8.17,12,4054
101637,Vistara,Evening,one,Economy,14.08,43,6568
69629,Indigo,Early_Morning,one,Economy,4.5,46,3980
282496,Vistara,Afternoon,one,Business,21.83,41,38099
272947,Air_India,Evening,one,Business,17.67,10,55087
45781,Indigo,Early_Morning,one,Economy,4.33,16,6366
28991,Air_India,Morning,one,Economy,24.08,3,17243
280588,Vistara,Morning,one,Business,12.33,8,56702
300151,Vistara,Early_Morning,one,Business,10.0,49,81585
22249,Indigo,Afternoon,one,Economy,8.08,14,5955
179685,Air_India,Night,one,Economy,12.08,40,4229
133147,AirAsia,Morning,two_or_more,Economy,13.17,35,13707
12446,Vistara,Early_Morning,one,Economy,10.25,14,10680
67324,SpiceJet,Afternoon,one,Economy,6.58,33,6813
2598,Vistara,Early_Morning,one,Economy,15.5,15,5227
149909,Air_India,Evening,one,Economy,14.08,22,5765
74285,Air_India,Afternoon,one,Economy,19.92,29,4173
28458,Vistara,Evening,zero,Economy,2.08,48,4000
139135,Indigo,Morning,one,Economy,7.58,27,6489
240631,Vistara,Night,one,Business,21.17,38,45805
115507,Vistara,Evening,one,Economy,25.0,49,4922
251554,Vistara,Early_Morning,one,Business,8.5,35,54684
179708,Vistara,Afternoon,one,Economy,22.92,40,6287
270518,Vistara,Night,one,Business,24.33,8,49207
31522,Vistara,Early_Morning,one,Economy,15.0,23,5761
224275,Air_India,Evening,one,Business,28.42,39,47657
27004,Indigo,Morning,one,Economy,5.33,40,3754
106802,Vistara,Early_Morning,one,Economy,13.25,30,6534
207390,Air_India,Afternoon,one,Business,7.58,8,53164
111054,Vistara,Morning,one,Economy,22.33,14,7813
171299,Indigo,Afternoon,one,Economy,8.58,8,5293
158928,Vistara,Afternoon,one,Economy,6.67,5,10248
59604,SpiceJet,Morning,one,Economy,21.42,39,4097
23494,Indigo,Morning,one,Economy,6.58,20,18713
130199,Vistara,Night,one,Economy,17.58,19,6067
187122,AirAsia,Night,one,Economy,9.42,47,2477
223123,Air_India,Afternoon,two_or_more,Business,22.0,21,52882
128952,GO_FIRST,Evening,one,Economy,14.58,12,7958
60046,Air_India,Early_Morning,one,Economy,16.17,41,6502
195811,Vistara,Afternoon,one,Economy,20.33,27,4755
91423,GO_FIRST,Night,zero,Economy,2.92,37,4500
81065,Air_India,Early_Morning,one,Economy,9.17,28,7110
14542,Air_India,Evening,one,Economy,15.17,24,4230
209881,Air_India,Afternoon,one,Business,25.92,31,39622
13134,Vistara,Night,one,Economy,22.92,18,3357
51535,SpiceJet,Night,one,Economy,25.92,43,5833
41799,Air_India,Morning,one,Economy,22.25,42,3306
201734,Indigo,Morning,one,Economy,6.75,41,3219
172377,Indigo,Evening,one,Economy,7.75,17,5293
203754,Vistara,Afternoon,one,Economy,19.33,15,8391
230619,Air_India,Afternoon,one,Business,17.33,9,54608
153567,AirAsia,Evening,one,Economy,5.58,12,6131
237876,Vistara,Night,one,Business,20.83,48,51405
36960,Vistara,Early_Morning,zero,Economy,2.75,14,7425
254461,Vistara,Early_Morning,one,Business,10.17,27,51817
254794,Vistara,Night,one,Business,12.0,32,51817
68045,Indigo,Early_Morning,one,Economy,7.17,37,5896
243393,Vistara,Morning,one,Business,8.33,28,61933
33944,AirAsia,Evening,one,Economy,13.75,40,2977
54384,SpiceJet,Afternoon,one,Economy,17.5,11,9199
160473,Air_India,Night,one,Economy,24.42,16,6014
19328,Vistara,Afternoon,one,Economy,8.5,46,4152
244667,Vistara,Night,one,Business,22.33,46,61933
157750,Air_India,Night,one,Economy,12.17,43,6128
111061,Vistara,Night,one,Economy,23.25,14,8260
149824,Air_India,Afternoon,one,Economy,21.17,21,5705
235064,Vistara,Early_Morning,one,Business,11.58,13,75485
8090,Vistara,Afternoon,one,Economy,7.58,40,7575
130949,Vistara,Evening,one,Economy,20.25,23,7571
79708,Indigo,Afternoon,one,Economy,6.08,19,4069
256767,Vistara,Evening,one,Business,17.83,15,37985
206011,Indigo,Evening,one,Economy,6.75,42,1105
166807,Vistara,Morning,one,Economy,23.33,15,6249
178196,Indigo,Early_Morning,one,Economy,9.5,24,5220
54268,Air_India,Night,one,Economy,23.92,10,13818
96554,Air_India,Early_Morning,one,Economy,27.67,16,6677
233892,Vistara,Early_Morning,one,Business,10.58,46,62448
231083,Vistara,Morning,one,Business,12.25,14,66928
147176,Indigo,Afternoon,one,Economy,5.92,42,4279
273885,Air_India,Night,one,Business,16.17,30,55983
99908,Indigo,Afternoon,one,Economy,6.92,34,5543
222999,Vistara,Morning,one,Business,13.58,19,52392
96411,Air_India,Early_Morning,one,Economy,9.08,15,12949
163891,Air_India,Evening,one,Economy,20.58,38,4783
211320,Air_India,Evening,zero,Business,2.25,44,22152
233579,Vistara,Morning,one,Business,14.58,42,69168
224761,Vistara,Morning,one,Business,14.25,46,60232
272635,Vistara,Evening,one,Business,21.58,2,86335
212472,Vistara,Morning,one,Business,6.08,8,57129
168105,Indigo,Night,zero,Economy,1.25,27,1776
180448,Vistara,Morning,one,Economy,23.83,49,4009
184371,Indigo,Morning,one,Economy,9.17,29,7737
34646,AirAsia,Morning,one,Economy,6.0,45,2977
219187,Air_India,Morning,zero,Business,2.33,3,25600
189508,Air_India,Morning,one,Economy,9.17,17,12028
283082,Air_India,Night,one,Business,13.92,4,48795
31164,Vistara,Afternoon,zero,Economy,2.25,21,2150
197105,Vistara,Afternoon,one,Economy,6.75,42,4755
219242,Air_India,Morning,one,Business,12.58,4,39321
276331,Air_India,Early_Morning,one,Business,17.0,32,47586
247613,Vistara,Morning,zero,Business,2.67,37,32923
71635,Vistara,Early_Morning,zero,Economy,1.5,12,4263
234696,Vistara,Night,one,Business,19.33,9,59805
108983,Indigo,Afternoon,one,Economy,5.5,45,3393
299684,Vistara,Evening,one,Business,26.75,39,51457
121675,Air_India,Evening,one,Economy,18.83,15,10794
40442,Air_India,Afternoon,one,Economy,20.42,34,4251
192457,Indigo,Afternoon,one,Economy,5.0,39,1830
130157,SpiceJet,Night,one,Economy,23.17,19,5339
219874,Vistara,Night,one,Business,14.42,15,51697
120143,Vistara,Morning,one,Economy,30.08,5,16059
30986,Vistara,Evening,one,Economy,14.08,19,6172
6569,GO_FIRST,Morning,one,Economy,8.0,33,5958
265047,Vistara,Morning,one,Business,8.83,17,58111
94587,Vistara,Evening,one,Economy,14.08,5,8224
71423,Vistara,Evening,one,Economy,16.08,10,9879
152223,Vistara,Afternoon,one,Economy,18.58,45,5660
96722,Vistara,Evening,one,Economy,13.08,17,6568
266274,Vistara,Early_Morning,one,Business,28.33,34,59254
25517,GO_FIRST,Early_Morning,zero,Economy,2.17,32,3999
61271,Air_India,Afternoon,one,Economy,17.5,48,6082
251236,Vistara,Morning,one,Business,9.33,31,62524
168480,Vistara,Morning,one,Economy,12.42,30,5441
102510,Vistara,Morning,one,Economy,6.75,48,6568
203613,Air_India,Night,two_or_more,Economy,14.17,13,13338
222498,Air_India,Early_Morning,zero,Business,2.83,12,27864
226924,Air_India,Morning,one,Business,26.08,21,32634
44555,Air_India,Night,one,Economy,24.0,10,17388
167796,Vistara,Afternoon,one,Economy,4.83,24,5441
80792,AirAsia,Afternoon,one,Economy,4.33,27,1890
289035,Vistara,Early_Morning,zero,Business,2.83,27,27792
249145,Vistara,Morning,zero,Business,1.75,8,20760
77257,Vistara,Early_Morning,one,Economy,5.08,49,4656
177196,Vistara,Early_Morning,two_or_more,Economy,15.42,13,13240
201606,Indigo,Night,one,Economy,10.75,40,2359
142546,AirAsia,Early_Morning,zero,Economy,2.08,2,7117
92806,AirAsia,Morning,one,Economy,10.75,44,3467
150300,Indigo,Morning,one,Economy,6.67,26,5280
145283,Air_India,Morning,one,Economy,11.92,26,5985
97331,Vistara,Afternoon,one,Economy,26.0,20,6905
40635,Vistara,Early_Morning,one,Economy,6.08,35,5098
225318,Vistara,Early_Morning,one,Business,6.75,5,51372
100728,Vistara,Morning,one,Economy,10.33,38,7422
217753,Vistara,Early_Morning,two_or_more,Business,12.42,29,78913
205110,Indigo,Evening,one,Economy,6.67,32,1105
1265,Vistara,Evening,one,Economy,15.58,8,15300
83081,Air_India,Early_Morning,one,Economy,24.92,42,4417
104338,Indigo,Morning,one,Economy,10.17,13,19878
272110,Air_India,Afternoon,one,Business,8.58,40,49151
109085,Vistara,Morning,one,Economy,8.08,45,8322
225402,Vistara,Morning,one,Business,22.25,6,41269
